Built-Up,Agricultural,Forest,WasteLands,Wetlands,Waterbodies,Year,District
515.1429020542549,11464.066283303968,2996.964211781655,1927.4122027105964,2013.3160405872106,714.6702050355474,2024,10
471.3531893213236,7163.892855889,2167.410178398008,1371.4834849295462,595.4705529738251,1442.3933703233329,2024,20
397.1432926778615,10296.095736577625,4200.841333017824,1773.964146297052,73.61503060391729,854.0466671263432,2024,18
164.3537261551505,4157.187963556853,630.6514453070189,481.68306784707613,72.08665091406542,339.1140042454082,2024,21
503.031041312504,4740.399661233694,4437.493175346792,1463.9095269661348,38.52793625498008,340.4606033461652,2024,23
228.47639204545456,4117.089138563207,1066.9537113395693,410.6248720785292,2.0306909090909095,312.8734142801099,2024,24
444.63679438432297,6173.092056616753,1330.1317883514314,83.17881385809314,150.36193536627707,315.5841375585163,2024,25
369.3922672644938,6559.9992334994895,4917.365122054801,2605.0237036230365,3.83,900.2884367217799,2024,26
457.1953905601007,13413.127405122104,1794.6040405022457,2383.7814367956184,0.14,1044.3967924005265,2025,3
466.5730810286269,7707.013944345216,4256.792254286312,1863.7971934759555,1881.1766923233943,730.4082881631406,2025,6
526.2320583670919,6199.184995685238,4972.866656071355,278.57794354838705,146.32462635331396,861.2201503584937,2025,7
564.8118612664409,8237.062711860488,1566.5666045995868,480.7187364345414,24.31255713669685,524.6208073454101,2025,9
593.1682886864432,6675.588820460562,630.2166800362272,141.5328803999487,197.98636047604134,517.5989307199308,2025,13
516.2110022825054,11467.015870337742,2996.88023531295,1926.1435585673291,2016.5922673191226,712.1335611506081,2025,10
474.4113214681373,7165.558728765556,2167.1335315533424,1367.9649832550515,594.7639477486946,1442.47041147037,2025,20
400.44921408651277,10300.706373975137,4199.521481130915,1766.8912736633908,73.62003400435255,855.1129634737147,2025,18
165.60414017238944,4158.998848396503,629.3493836744655,480.53451983008455,71.66183434896156,339.11000471712015,2025,21
504.70560145833775,4740.89517914855,4437.400194829769,1462.127252184594,38.193262505533426,340.60622594018355,2025,23
233.70710227272727,4118.263487292452,1063.5252348217437,408.64208008725467,2.0518787878787883,313.24379364456655,2025,24
446.48532709369215,6174.376729574171,1328.1775426127017,82.81757095343681,149.22548374030785,316.12126395390703,2025,25
371.2147414049931,6560.943592777209,4916.786802283112,2601.993004025596,3.83,901.2660408019776,2025,26
460.29792961611076,13411.210145634313,1793.8224445524702,2379.9325804751807,0.14,1046.127471640579,2026,3
471.6263891314896,7709.977338779738,4256.482479714943,1856.6939128235508,1874.9113615557335,730.9371169794546,2026,6
527.7572642038011,6199.741495253763,4971.71532167849,278.0047379032258,146.06908898864535,861.184165394343,2026,7
567.734047393085,8238.085983046536,1566.8882650595456,477.97261007799557,23.38581285036653,524.6858880799512,2026,9
599.1431175550877,6676.709702506618,630.8143480398498,140.8261684399436,192.64199652364547,518.0478237919239,2026,13
517.2791025107559,11469.965457371518,2996.796258844245,1924.8749144240621,2019.868494051035,709.596917265669,2026,10
477.4694536149511,7167.22460164211,2166.8568847086767,1364.4464815805566,594.0573425235641,1442.5474526174069,2026,20
403.755135495164,10305.317011372652,4198.201629244007,1759.81840102973,73.62503740478779,856.1792598210861,2026,18
166.85455418962837,4160.809733236152,628.047322041912,479.385971813093,71.23701778385772,339.10600518883217,2026,21
506.3801616041715,4741.390697063404,4437.307214312746,1460.3449774030537,37.85858875608677,340.7518485342019,2026,23
238.9378125,4119.437836021697,1060.096758303918,406.6592880959801,2.073066666666667,313.6141730090232,2026,24
448.33385980306133,6175.661402531587,1326.2232968739718,82.4563280487805,148.08903211433864,316.65839034929775,2026,25
373.0372155454924,6561.887952054931,4916.208482511423,2598.9623044281557,3.83,902.2436448821753,2026,26
463.40046867212084,13409.292886146524,1793.0408486026947,2376.0837241547424,0.14,1047.8581508806317,2027,3
476.6796972343523,7712.940733214259,4256.172705143574,1849.5906321711466,1868.646030788073,731.4659457957687,2027,6
529.2824700405104,6200.297994822286,4970.563987285625,277.43153225806446,145.81355162397676,861.1481804301924,2027,7
570.6562335197292,8239.109254232584,1567.2099255195044,475.2264837214497,22.459068564036215,524.750968814492,2027,9
605.117946423732,6677.830584552674,631.4120160434726,140.11945647993846,187.2976325712496,518.4967168639168,2027,13
518.3472027390065,11472.915044405292,2996.71228237554,1923.6062702807951,2023.1447207829474,707.0602733807298,2027,10
480.5275857617647,7168.890474518666,2166.580237864011,1360.9279799060616,593.3507372984335,1442.6244937644437,2027,20
407.0610569038153,10309.927648770166,4196.881777357098,1752.7455283960692,73.63004080522306,857.2455561684575,2027,18
168.1049682068673,4162.620618075803,626.7452604093586,478.23742379610144,70.81220121875388,339.1020056605442,2027,21
508.0547217500053,4741.886214978259,4437.214233795722,1458.562702621513,37.52391500664011,340.8974711282203,2027,23
244.16852272727272,4120.612184750941,1056.6682817860922,404.6764961047056,2.094254545454546,313.98455237347986,2027,24
450.1823925124306,6176.946075489005,1324.2690511352419,82.09508514412418,146.9525804883694,317.19551674468846,2027,25
374.8596896859918,6562.832311332652,4915.630162739734,2595.931604830715,3.83,903.2212489623734,2027,26
466.50300772813097,13407.375626658735,1792.2592526529193,2372.234867834304,0.14,1049.5888301206844,2028,3
481.733005337215,7715.904127648781,4255.862930572205,1842.4873515187421,1862.3807000204126,731.9947746120828,2028,6
530.8076758772196,6200.854494390811,4969.412652892761,276.85832661290317,145.55801425930815,861.1121954660417,2028,7
573.5784196463733,8240.132525418634,1567.531585979463,472.4803573649038,21.5323242777059,524.8160495490331,2028,9
611.0927752923762,6678.95146659873,632.0096840470953,139.4127445199333,181.95326861885374,518.94560993591,2028,13
519.4153029672572,11475.864631439066,2996.628305906835,1922.337626137528,2026.4209475148596,704.5236294957906,2028,10
483.58571790857854,7170.556347395222,2166.3035910193453,1357.409478231567,592.644132073303,1442.7015349114806,2028,20
410.3669783124666,10314.538286167679,4195.56192547019,1745.6726557624083,73.6350442056583,858.311852515829,2028,18
169.35538222410625,4164.431502915453,625.443198776805,477.0888757791099,70.38738465365003,339.0980061322562,2028,21
509.72928189583905,4742.381732893115,4437.121253278699,1456.7804278399724,37.18924125719345,341.04309372223867,2028,23
249.39923295454545,4121.786533480186,1053.2398052682668,402.69370411343107,2.1154424242424246,314.3549317379365,2028,24
452.0309252217998,6178.230748446421,1322.3148053965122,81.73384223946786,145.8161288624002,317.7326431400792,2028,25
376.6821638264911,6563.776670610373,4915.051842968046,2592.9009052332744,3.83,904.198853042571,2028,26
469.60554678414104,13405.458367170944,1791.4776567031438,2368.386011513866,0.14,1051.319509360737,2029,3
486.78631344007766,7718.867522083302,4255.553156000836,1835.3840708663377,1856.1153692527519,732.5236034283968,2029,6
532.3328817139287,6201.410993959334,4968.261318499896,276.28512096774193,145.30247689463957,861.0762105018911,2029,7
576.5006057730174,8241.155796604682,1567.8532464394218,469.73423100835794,20.605579991375585,524.8811302835742,2029,9
617.0676041610207,6680.072348644786,632.6073520507181,138.7060325599282,176.60890466645787,519.3945030079032,2029,13
520.4834031955077,11478.814218472839,2996.54432943813,1921.068981994261,2029.697174246772,701.9869856108515,2029,10
486.6438500553922,7172.222220271778,2166.026944174679,1353.890976557072,591.9375268481724,1442.7785760585177,2029,20
413.67289972111786,10319.148923565193,4194.242073583281,1738.5997831287475,73.64004760609357,859.3781488632004,2029,18
170.6057962413452,4166.242387755104,624.1411371442516,475.9403277621184,69.96256808854619,339.0940066039682,2029,21
511.40384204167276,4742.87725080797,4437.028272761676,1454.9981530584316,36.85456750774679,341.188716316257,2029,23
254.62994318181816,4122.960882209432,1049.811328750441,400.7109121221565,2.1366303030303033,314.72531110239316,2029,24
453.87945793116893,6179.515421403838,1320.3605596577822,81.37259933481154,144.679677236431,318.26976953546995,2029,25
378.5046379669904,6564.721029888095,4914.473523196358,2589.8702056358343,3.83,905.1764571227687,2029,26
